# ref_src_2019_03.tsv をマルチクラスのGLAD法で品質評価した結果
# 本tsvファイルの列名は以下の通り。ただし、この行のように、「#」で始める行はコメント行。
#語彙素ID_1	語彙素読み1	語彙素1	語彙素ID_2	語彙素読み2	語彙素2	2つの語彙素が近しい意味を持つ確率
92458	セメススム	攻め進む	20332	セメ	攻め	0.998689
92456	スレアワス	擦れ合わす	57140	スレアウ	擦れ合う	0.994616
179054	ゴールポスト	ゴールポスト-goalpost	13609	ゴール	ゴール-goal	0.878054
1117	アライブネス	アライブネス-aliveness	238632	アライブ	アライブ-alive	0.993283
1621	イカナル	如何なる	47704	イカナ	如何な	0.961282
44982	エレクトロニック	エレクトロニック-electronic	242041	エレクトロ	エレクトロ-electro	0.929091
24811	ツリサゲル	吊り下げる	92206	ツリオロス	吊り下す	0.93849
249331	オモイマギラワス	思い紛らわす	89439	オモイマギラス	思い紛らす	0.976697
35404	マイクロホン	マイクロホン-microphone	35396	マイク	マイク-microphon	0.911306
90791	オワリカケル	終わり掛ける	328137	オワリカケ	終わり掛け	0.994297
35146	ボケル	惚ける	35145	ボケ	惚け	0.883535
82803	キャパシティー	キャパシティー-capacity	120783	キャパ	キャパ-capacity	0.999998
165885	ウィズイン	ウィズイン-within	2904	ウィズ	ウィズ-with	0.9691
1685	イキヅマリ	行き詰まり	212482	イキヨドム	行き淀む	0.992934
16426	シュノーケリング	シュノーケリング-snorkeling	16427	シュノーケル	シュノーケル-Schnorchel	0.998059
199320	アケユク	明け行く	442	アク	明く	0.985327
40069	リハーサル	リハーサル-rehearsal	214552	リハ	リハ-rehearsal	0.998763
160811	ウカレタツ	浮かれ立つ	236245	ウカレモノ	浮かれ者	0.861198
45300	プラチナム	プラチナム	33706	プラチナ	プラチナ-platina	0.948742
223955	ヨガリモダエル	善がる悶える	69016	ヨガル	善がる	0.930717
71492	ケズリトル	削り取る	21265	ソグ	削ぐ	0.988068
23717	チャレンジャー	チャレンジャー-challenger	23716	チャレンジ	チャレンジ-challenge	0.997696
65705	ヒビワレル	罅割れる	31643	ヒビワレ	罅割れ	0.994056
65638	フリタテル	振り立てる	89600	フリタツ	振り立つ	0.922356
66311	ヘキスル	僻する	64474	ヒガム	僻む	0.835223
65919	フルエアガル	震え上がる	33153	フルエ	震え	0.855351
66320	ノリアワセル	乗り合わせる	89325	ノリアワス	乗り合わす	0.999413
273193	ハキダメル	掃き溜める	29544	ハキダメ	掃き溜め	0.997377
42050	イタリアーナ	イタリアーナ	71002	イタリアン	イタリアン-Italian	0.876324
193261	スクイダシ	救い出し	234500	スクイガミ	救い神	0.85392
29549	ハギアワセル	接ぎ合わせる	71622	ハギアワス	接ぎ合わす	0.901267
224904	コスリアワス	擦り合わす	88658	ナスリアウ	擦り合う	0.982887
224327	ムカイナナメ	向かい斜め	37002	ムカイガワ	向かい側	0.986024
138433	クリアガル	繰り上がる	93474	クリアゲ	繰り上げ	0.995317
98754	アセトアルデヒド	アセトアルデヒド-acetaldehyde	233409	アセト	アセト-aceto	0.982992
254139	ホスホナトオキシ	ホスホナトオキシ-phosphonatooxy	157653	ホスホ	ホスホ-phosph	0.960466
13946	サガル	下がる	87872	シタメ	下め	0.991682
88510	ギガビット	ギガビット-giga bit	199540	ギガ	ギガ-giga	0.997702
88339	コンディショナリティー	コンディショナリティー-conditionality	154935	コンディショナリティ	コンディショナリティ-conditionality	0.999978
71020	インテンショナル	インテンショナル-intentional	309698	インテンション	インテンション-intention	0.916496
171594	カラミアワセル	絡み合わせる	87859	カラミアウ	絡み合う	0.945068
171749	ブチクダケル	打ち砕ける	47882	ウチクダク	打ち砕く	0.989537
171532	トランスフォーム	トランスフォーム-transform	26746	トランスファー	トランスファー-transfer	0.998574
55056	カイウケル	買い受ける	103041	カイウケ	買い受け	0.993072
25128	テクノロジー	テクノロジー-technology	136876	テク	テク-technic	0.921427
210983	ハツスベリ	初滑り	29727	ハジメ	初め	0.80809
30211	ハラワス	払わす	30183	ハライ	払い	0.850162
29773	ハタシアイ	果たし合い	66035	ハタシジョウ	果たし状	0.995698
29654	ハコビコム	運び込む	29656	ハコブ	運ぶ	0.903759
1525	イイカエル	言い替える	1524	イイカエ	言い替え	0.986549
34833	ホリサゲル	掘り下げる	193282	ホリサゲ	掘り下げ	0.999956
25312	テレカード	テレカード	25311	テレカ	テレカ	0.888131
205203	ヤキシマル	焼き締まる	186767	ヤキシメ	焼き締め	0.903475
35514	マガリカド	曲がり角	164208	マガリ	曲がり	0.99781
35523	マキアゲル	巻き上げる	173799	マキアゲ	巻き上げ	0.994546
176428	トカシアワセル	溶かし合わせる	214525	トカシナガス	溶かし流す	0.980099
199888	セメカコム	攻め囲む	20336	セメル	攻める	0.995208
88862	ノリアガル	乗り上がる	93602	ノリアゲ	乗り上げ	0.838143
88936	ハタキオトス	叩き落とす	87272	タタキオトス	叩き落す	0.998197
201467	カラミツケル	絡み付ける	87859	カラミアウ	絡み合う	0.993225
188549	オムツガエ	御襁褓替え	5211	オムツ	御襁褓	0.914285
85989	フォアハンド	フォアハンド-forehand	100442	フォア	フォア-foie	0.99717
224532	ノノシリワラウ	罵り笑う	29153	ノノシル	罵る	0.853985
89712	マモリアウ	守り合う	36009	マモリ	守り	0.993946
201450	オシコメル	押し込める	194254	オシコメ	押し込め	0.99151
169899	カブキオドリ	歌舞伎踊り	7007	カブ	歌舞	0.864519
53530	サキソロウ	咲き揃う	241875	サキスガタ	咲き姿	0.973769
35757	マチウケル	待ち受ける	234080	マチウケ	待ち受け	0.991881
200018	イイアルク	言い歩く	1571	イウ	言う	0.87599
176121	イツクシミソダテル	慈しみ育てる	199877	イツクシミアウ	慈しみ合う	0.834737
28738	ヌリカエル	塗り替える	89131	ヌリナオス	塗り直す	0.916692
203452	ノコリヌノ	残り布	29096	ノコル	残る	0.8917
196147	ウエストライン	ウエストライン-waistline	2971	ウエスト	ウエスト-waist	0.999322
196332	イロリバタ	囲炉裏端	6333	カコム	囲む	0.947386
194882	オコリンボウ	怒りん坊	1629	イカル	怒る	0.899511
174479	ムコウハシ	向こう端	37056	ムコウ	向こう	0.997245
174734	ムカイアワセル	向かい合わせる	67530	ムカイアワセ	向かい合わせ	0.993509
175276	オペレーショナリズム	オペレーショナリズム-operationalism	43449	オペレーショナル	オペレーショナル-operational	0.877041
83079	ジェントルマン	ジェントルマン-gentleman	238448	ジェントル	ジェントル-gentle	0.998436
90225	ツナガリアウ	繋がり合う	24671	ツナガリ	繋がり	0.998622
90294	キソイタツ	競い立つ	49455	キオイ	競い	0.915744
90296	ワライアウ	笑い合う	41327	ワライ	笑い	0.905536
32419	フウジコメル	封じ込める	32418	フウジコメ	封じ込め	0.998781
180890	キタリアワセル	来たり合わせる	322613	キタリツドウ	来たり集う	0.838087
256473	ホップス	ホップス-hop's	86523	ホップ	ホップ-hop（草）	0.85579
65415	アライモノ	洗い物	1119	アラウ	洗う	0.998944
87092	ウチアワス	打ち合わす	33401	ブツ	打つ	0.88228
87065	アリアワセル	有り合わせる	47322	アリアイ	有り合い	0.836763
33118	フリツモル	降り積もる	90620	フリツム	降り積む	0.999861
33117	フリツケル	振り付ける	33116	フリツケ	振り付け	1.0
33142	フリーダム	フリーダム-freedom	86047	フリー	フリー-flea	1.0
174956	ハネアガル	撥ね上がる	63729	ハネ	撥ね	0.989143
21375	ソナエツケル	備え付ける	21374	ソナエツケ	備え付け	0.992748
190713	フミススメル	踏み進める	241760	フミススム	踏み進む	0.987063
89277	シノビイル	忍び入る	15641	シノブ	忍ぶ	0.969857
174730	ノミクラベル	飲み比べる	171602	ノミクラベ	飲み比べ	0.999996
60992	トリステル	取り捨てる	61015	トリハナス	取り離す	0.866521
226223	サビキシカケ	さびき仕掛け	215443	サビキバリ	さびき針	0.872546
62764	ヌリツケル	塗り付ける	198008	ヌリツケ	塗り付け	0.998964
201540	サソイアワセル	誘い合わせる	87858	サソイアウ	誘い合う	0.999985
201540	サソイアワセル	誘い合わせる	71354	イザナウ	誘う	0.985961
201467	カラミツケル	絡み付ける	49761	カラミツク	絡み付く	0.973853
234216	ネジリアワセル	捩り合わせる	224341	ヨジリアワス	捩り合わす	0.997104
82505	アドミニストレーター	アドミニストレーター-administrator	294102	アドミニ	アドミニ	0.991077
245856	ウカレハシャグ	浮かれはしゃぐ	160811	ウカレタツ	浮かれ立つ	0.990667
9430	キョニンカ	許認可	38937	ユルシ	許し	0.907958
92247	カギトル	嗅ぎ取る	6252	カグ	嗅ぐ	0.991904
45120	コンフェデレーション	コンフェデレーション-confederation	120817	コンフェデ	コンフェデ-confederation	0.999832
156227	イノベーティブ	イノベーティブ-innovative	199215	イノベート	イノベート-innovate	0.961982
156406	ナショナリスティック	ナショナリスティック-nationalistic	134029	ナショナリスト	ナショナリスト-nationalist	0.915749
89432	ドナリタテル	怒鳴り立てる	92330	ドナリカエス	怒鳴り返す	0.996301
191517	キリチラス	切り散らす	52229	キリワリ	切り割り	0.851894
83356	ダイイング	ダイイング-dying	205953	ダイ	ダイ-dye	0.88726
273059	フリニゲル	振り逃げる	188396	フリニゲ	振り逃げ	0.972134
199300	オイイダス	追い出だす	4375	オイダシ	追い出し	0.997457
196924	アカルメ	明るめ	442	アク	明く	0.911315
37541	メンテナンス	メンテナンス-maintenance	231625	メンテ	メンテ-maintenance	0.99932
35773	マチドオシイ	待ち遠しい	141235	マチドオ	待ち遠	0.926755
22128	タキアガル	炊き上がる	136367	タキタテ	炊き立て	0.983552
134593	ブロードキャスティング	ブロードキャスティング-broadcasting	86093	ブロードキャスト	ブロードキャスト-broadcast	0.971594
30988	パナソニック	パナソニック	198628	パナ	パナ-pana	0.999127
87320	ツルシアゲル	吊るし上げる	61492	ツルシアゲ	吊るし上げ	0.951927
87347	ヒキヌケル	引き抜ける	31249	ヒキヌク	引き抜く	0.99996
138271	ヌクモリカン	温もり感	28699	ヌクモリ	温もり	0.988948
3491	ウリダシ	売り出し	3505	ウル	売る	0.802815
310748	コミュニケーティング	コミュニケーティング	13014	コミュニケーション	コミュニケーション-communication	0.991878
249642	ヒキコメル	引き込める	31221	ヒキコム	引き込む	0.995228
209586	ストロングス	ストロングス-strongs	71204	ストロング	ストロング-strong	0.999979
209633	ミクロン	ミクロン-micron	36347	ミクロ	ミクロ-micro	0.873377
42138	アロマセラピー	アロマセラピー-aromatherapy	82556	アロマ	アロマ-aroma	1.0
45214	チャージャー	チャージャー	23732	チャージ	チャージ-charge	0.95175
236632	カシウマ	貸し馬	6493	カス	貸す	0.989715
27195	ドキュメンタリー	ドキュメンタリー-documentary	133990	ドキュメンタル	ドキュメンタル-documental	0.999496
185245	ライトモティーフ	ライトモティーフ-Leitmotiv	242680	ライト	ライト-write	0.942706
205757	アソビズキ	遊び好き	46773	アソビメ	遊び女	0.907113
335626	オモイシラセル	思い知らせる	5239	オモイシラス	思い知らす	0.879354
71628	ハマリコム	嵌まりこむ	63820	ハマリヤク	嵌まり役	0.870631
207572	ノゾキグチ	覗き口	45083	ノゾキ	覗き	0.824177
223556	クサリクズレル	腐り崩れる	195713	クサリ	腐り	0.990083
173570	ホリアガル	彫り上がる	67580	ホリアゲ	彫り上げ	0.99691
173610	シメシノコス	示し残す	68694	シメシ	示し	0.874153
31885	ヒロガリ	広がり	31873	ヒロイ	広い	0.996389
53971	コゲクサイ	焦げ臭い	12605	コゲル	焦げる	0.934038
54843	コリゴリ	懲り懲り	13083	コリル	懲りる	0.999919
13304	コーディネート	コーディネート-coordinate	120622	コーデ	コーデ-coordinate	0.950629
133049	コンベンショナリズム	コンベンショナリズム-conventionalism	13266	コンベンショナル	コンベンショナル-conventional	0.991107
60560	トオリミチ	通り道	26203	トオリ	通り	0.997622
171586	フキアワセル	吹き合わせる	224377	フキアウ	吹き合う	0.922699
171594	カラミアワセル	絡み合わせる	193288	カラミアイ	絡み合い	0.995799
90328	クリノバス	繰り延ばす	93473	クリノベ	繰り延べ	0.999998
90313	トジツケル	綴じ付ける	26441	トジル	綴じる	0.998808
306633	カシカン	貸し館	6493	カス	貸す	0.86187
307410	キキイダス	聞き出だす	8399	キク	聞く	0.999974
30790	バレーボール	バレーボール-volleyball	41960	バレー	バレー-valley	0.921312
321140	チヂラセル	縮らせる	193341	チヂレ	縮れ	0.872157
322584	シラベダス	調べ出す	17132	シラベ	調べ	0.982262
87336	ハライサゲル	払い下げる	63912	ハライサゲ	払い下げ	0.97733
87345	ヒキチギレル	引きちぎれる	31237	ヒキチギル	引きちぎる	0.927559
92333	オモイイデル	思い出でる	212783	オモイアナズル	思い侮る	0.858227
42150	バイブレーター	バイブレーター-vibrator	134176	バイブ	バイブ-vibes	0.975438
207047	ノミタベル	飲み食べる	201062	ノミクウ	飲み食う	0.948294
58449	シンゼル	進ぜる	19186	ススム	進む	0.898319
24746	ツミアゲ	積み上げ	24763	ツム	積む	0.99169
