# ref_src_2019_03.tsv をマルチクラスのGLAD法で品質評価した結果
# 本tsvファイルの列名は以下の通り。ただし、この行のように、「#」で始める行はコメント行。
#語彙素ID_1	語彙素読み1	語彙素1	語彙素ID_2	語彙素読み2	語彙素2	2つの語彙素が近しい意味を持つ確率
131854	アクチニウム	アクチニウム-actinium	88668	アクチニド	アクチニド-actinide	0.801636
31375	ヒステリック	ヒステリック-hysteric	83806	ヒス	ヒス-Hysterie	0.841902
92687	カブサリカカル	被さり掛かる	49023	カブサル	被さる	0.998848
92647	オリオロス	織り下ろす	54678	オル	織る	0.997233
92601	ツキイレル	突き入れる	63964	ツキトオル	突き通る	0.849133
92605	タチマジワル	立ち交じわる	58597	タチマジル	立ち交じる	0.970758
6264	カケアガル	駆け上がる	6288	カケノボル	駆け上る	0.999994
6647	カタヅケル	片付ける	6646	カタヅケ	片付け	0.999815
6248	カクレル	隠れる	6186	カクス	隠す	0.904853
94517	フォルティッシモ	フォルティッシモ-fortissimo	86003	フォルテ	フォルテ-forte	0.951716
238229	フィニッシャー	フィニッシャー-finisher	32362	フィニッシュ	フィニッシュ-finish	0.996678
237360	ネバリカン	粘り感	28881	ネバリ	粘り	0.995835
13017	コミュニティー	コミュニティー-community	120810	コミュ	コミュ-community	0.998148
94859	バイセクシャリティー	バイセクシャリティー-bisexuality	253133	バイ	バイ-buy	0.991068
94859	バイセクシャリティー	バイセクシャリティー-bisexuality	134173	バイセクシュアル	バイセクシュアル-bisexual	0.981382
177801	オキアガラス	起き上がらす	4778	オキアガル	起き上がる	0.981632
64713	ヒラメカス	閃かす	31838	ヒラメク	閃く	0.987779
64511	ヒキアワセ	引き合わせ	92307	ヒキアウ	引き合う	0.89987
60891	トマリギ	止まり木	26599	トマリ	止まり	0.979609
60979	トリキメル	取り決める	26777	トリキメ	取り決め	0.995321
82772	カフェテリア	カフェテリア-cafeteria	6998	カフェ	カフェ-cafe	1.0
8366	キキテ	聞き手	54819	キキ	聞き	0.988557
281068	ツカス	付かす	24534	ツク	付く	0.817433
199828	キキアツメル	聞き集める	257342	キキマワリ	聞き回り	0.998479
133566	センシュアリズム	センシュアリズム-sensualism	133567	センシュアル	センシュアル-sensual	0.858255
133652	タルトレット	タルトレット-tartelette	133651	タルト	タルト-tarte	0.991657
177744	タチアガラス	立ち上がらす	22378	タチアゲル	立ち上げる	0.984047
177721	トビコマス	飛び込ます	26559	トビコム	飛び込む	0.809523
177771	クグラス	潜らす	53214	クグリ	潜り	0.990179
28829	ネジレル	捩じれる	193345	ヨジレ	捩れ	0.994385
283591	ノリアワセ	乗り合わせ	88795	ノリアウ	乗り合う	0.9246
309563	アジャスタブル	アジャスタブル	228263	アジャスト	アジャスト-adjust	0.845452
174717	パチンコグルイ	ぱちんこ狂い	206017	パチンコキョウ	ぱちんこ狂	1.0
89537	カキノケル	掻き退ける	6122	カク	掻く	0.891237
223263	リフレッシュメント	リフレッシュメント-refreshment	40092	リフレッシュ	リフレッシュ-refresh	0.999965
261260	イレブンス	イレブンス-eleventh	2610	イレブン	イレブン-eleven	0.999971
26353	トケアウ	溶け合う	26264	トク	溶く	0.93411
26205	トオリカカル	通り掛かる	93176	トオリガケ	通り掛け	0.810368
237068	タノシミツイデ	楽しみ序で	218106	タノシミゴト	楽しみ事	0.986292
89862	ウカビナガレル	浮かび流れる	175817	ウカビタダヨウ	浮かび漂う	0.970684
89804	スリアワス	擦り合わす	172981	コスリアウ	擦り合う	0.999999
35825	マットレス	マットレス-mattress	44937	マット	マット-matt	0.992647
192368	シアゲアライ	仕上げ洗い	14960	シアゲル	仕上げる	0.883873
132277	エゴイスティック	エゴイスティック-egoistic	3798	エゴ	エゴ-ego	0.999645
172000	スミワケル	住み分ける	56957	スミワケ	住み分け	0.99998
177151	ナジミブカイ	馴染み深い	236834	ナジミイロ	馴染み色	0.833376
140007	ウリセン	売り専	3478	ウリ	売り	0.851462
7440	カワリガワリ	代わり代わり	7438	カワリ	代わり	0.955517
137833	エンジワケル	演じ分ける	249025	エンジワケ	演じ分け	1.0
138062	リピーター	リピーター-repeater	271940	リピ	リピ	0.846481
10358	クミアゲル	汲み上げる	97895	クミアゲ	汲み上げ	0.999943
223500	アジワイシミル	味わい染みる	669	アジワイ	味わい	0.999234
236370	ヨゴレミズ	汚れ水	8627	キタナイ	汚い	0.807488
245856	ウカレハシャグ	浮かれはしゃぐ	3039	ウカレル	浮かれる	0.843153
245748	カザリイシ	飾り石	6391	カザル	飾る	0.99425
24674	ツナギアワセル	繋ぎ合わせる	90226	ツナギアウ	繋ぎ合う	0.965876
24775	ツメタイ	冷たい	64415	ヒエ	冷え	0.917498
24757	ツミタテル	積み立てる	24756	ツミタテ	積み立て	0.999553
308605	ウマレクル	生まれ来る	3393	ウム	生む	0.999252
86744	ミステーク	ミステーク-mistake	36394	ミス	ミス-mistake	0.874906
176005	タタキトバス	叩き飛ばす	189321	タタキタオス	叩き倒す	0.880979
175929	ヌギサル	脱ぎ去る	265879	ヌギ	脱ぎ	0.931365
175698	ヤブレオチル	破れ落ちる	199905	ヤブレチル	破れ散る	0.998073
250800	カキオトシ	掻き落とし	48568	カキキル	掻き切る	0.95204
96792	メタボリック	メタボリック-metabolic	120969	メタボ	メタボ-metabolic	0.995936
193669	ヨイザマシ	酔い醒まし	68777	ヨイザメ	酔い醒め	0.999985
89883	モレキコエル	漏れ聞こえる	68638	モレキク	漏れ聞く	0.823263
258900	カイネライ	買い狙い	238515	カイゴロ	買い頃	0.989324
190679	ツツミアガル	包み上がる	24643	ツツム	包む	0.900136
68342	モエサシ	燃えさし	68413	モス	燃す	0.975891
230766	ムシドリ	蒸し鳥	37088	ムシ	蒸し	0.965195
231043	サガシチラス	探し散らす	53664	サグリ	探り	0.934022
87431	モウシツタエル	申し伝える	193901	モウシオクリ	申し送り	0.999967
82598	イラストレーション	イラストレーション-illustration	2543	イラスト	イラスト-illustration	0.999996
46805	アツクルシイ	熱苦しい	220268	アツメ	熱め	0.997338
245196	イキマジル	行き混じる	288662	ユキカイ	行き交い	0.986581
37423	メタボリズム	メタボリズム-metabolism	120969	メタボ	メタボ-metabolic	0.975122
36401	ミススペル	ミススペル-misspell	120231	ミス	ミス-Miss	0.999942
212230	ウスヅクリ	薄造り	3138	ウスイ	薄い	0.883861
90651	ユルシモチイル	許し用いる	38938	ユルス	許す	0.998865
90719	アソビタワムレル	遊び戯れる	71342	アソビタオス	遊び倒す	0.937573
90763	ツキアテル	突き当てる	24635	ツツク	突く	0.925947
96673	サプリメント	サプリメント-supplement	120826	サプリ	サプリ-supplement	0.99715
92178	イタワリアウ	労わり合う	28796	ネギライ	労い	0.999853
88878	タオレカカル	倒れ掛かる	263512	タオレ	倒れ	0.981637
114955	インターナショナリゼーション	インターナショナリゼーション-internationalization	264533	インターナショナライズド	インターナショナライズド-internationalized	0.980023
1146	アラタマリド	改まり度	1145	アラタマリ	改まり	0.99976
3402	ウメキゴエ	呻き声	42622	ウメク	呻く	0.997207
4086	エラビダス	選び出す	39522	ヨル	選る	0.994585
48453	オオイカブセル	覆い被せる	198094	オオイカブセ	覆い被せ	0.995118
47436	イレアゲル	入れ上げる	193268	イレコミ	入れ込み	0.963952
93751	スレッド	スレッド-thread	120837	スレ	スレ-thread	0.999843
235497	ローリーズ	ローリーズ	87009	ローリー	ローリー-lorry	0.868997
1536	イイタテル	言い立てる	1571	イウ	言う	0.823995
3372	ウマレオチル	生まれ落ちる	308605	ウマレクル	生まれ来る	0.987785
90180	ウツリススム	移り進む	48408	ウツリ	移り	0.968097
119756	ヨミチガエル	読み違える	190328	ヨミチガウ	読み違う	0.999989
47317	イマチ	居待ち	5360	オル	居る	0.853548
140473	コンサルテーション	コンサルテーション-consultation	283815	コンサル	コンサル-consultant	0.834624
140473	コンサルテーション	コンサルテーション-consultation	88338	コンサルティング	コンサルティング-consulting	0.98442
201416	イレチガエル	入れ違える	193161	イレチガイ	入れ違い	0.99654
157112	グッドマン	グッドマン	10738	グッド	グッド-good	0.994888
275515	クリカエサス	繰り返さす	10479	クリカエス	繰り返す	0.950792
50053	オクリトドケル	送り届ける	194347	オクリトドケ	送り届け	1.0
48084	カキソエル	書き添える	193982	カキソエ	書き添え	0.993172
203879	ウカビイデル	浮かび出でる	87090	ウカビデル	浮かび出る	0.991471
24576	ツケクワエル	付け加える	252681	ツケクワエ	付け加え	0.99596
10628	クローズド	クローズド-closed	234884	クローズ	クローズ-clothe	0.992209
118362	レスポンシブル	レスポンシブル-responsible	265910	レスポ	レスポ	0.908105
118167	ライトニング	ライトニング-lightning	242680	ライト	ライト-write	0.996275
51060	クワダテル	企てる	120313	タクラミ	企み	0.842268
50497	キヨメル	清める	176261	キヨメ	清め	0.995753
260052	トリタガエル	取り違える	26804	トリチガエ	取り違え	0.862161
189301	ツタエヒロメル	伝え広める	317314	ツタエサル	伝え去る	0.903336
203983	ヒラメキイデル	閃き出でる	92816	ヒラメキデル	閃き出る	0.930831
204443	ヤケホロビル	焼け滅びる	38221	ヤケシヌ	焼け死ぬ	0.819502
20362	セルフサービス	セルフサービス-self-service	20361	セルフ	セルフ-self	0.999997
270041	カナシミビト	悲しみ人	6895	カナシミ	悲しみ	0.929644
273506	カイマミセル	垣間見せる	5907	カイマミル	垣間見る	0.989573
89890	スマシカエル	澄まし返る	56916	スマシヤ	澄まし屋	0.980487
89768	オジツカレル	怯じ疲れる	31859	ヒルム	怯む	0.916354
284345	クモガクレル	雲隠れる	50788	クモガクレ	雲隠れ	0.999999
8703	キヅカス	気付かす	8691	キツケ	気付け	0.997679
8363	キキシル	聞き知る	8399	キク	聞く	0.945521
7961	ガイドライン	ガイドライン-guideline	7958	ガイド	ガイド-guide	0.999997
191521	ツカイクラベル	使い比べる	188016	ツカイクラベ	使い比べ	0.987199
334644	エリイレル	彫り入れる	34820	ホリ	彫り	0.999547
334918	ミノリカケル	実り掛ける	36770	ミノリ	実り	0.908157
25684	デパートメント	デパートメント-department	25683	デパート	デパート-department	0.886791
25699	デポジット	デポジット-deposit	45824	デポ	デポ-depot	0.968082
13036	コメント	コメント-comment	254564	コメ	コメ-comment	0.970105
13070	コラボレーション	コラボレーション-collaboration	120811	コラボ	コラボ-collaboration	0.999993
13071	コラボレーティブ	コラボレーティブ-collaborative	120811	コラボ	コラボ-collaboration	0.920306
12470	コカイン	コカイン-cocaine	101623	コカ	コカ-coca	0.819034
12722	コスチューム	コスチューム-costume	255561	コス	コス	0.999955
31874	ヒロイアゲル	拾い上げる	161155	ヒロイ	拾い	0.995059
4887	オサエコム	押さえ込む	249061	オサエボウ	押さえ棒	0.919254
175528	アズカリウケル	預かり受ける	262869	アズカリショ	預かり所	0.903475
2604	イレカワル	入れ替わる	2601	イレカエ	入れ替え	0.864938
135112	ユニセックス	ユニセックス-unisex	160417	ユニ	ユニ	0.953614
40685	レスポンス	レスポンス-response	118360	レス	レス-less	0.969371
1285	アレンジメント	アレンジメント-arrangement	1284	アレンジ	アレンジ-arrange	1.0
87605	アイライナー	アイライナー-eyeliner	72	アイ	アイ-I	0.893859
30889	バースデー	バースデー-birthday	100340	バース	バース	0.862401
93882	スターダム	スターダム-stardom	19232	スター	スター-star	0.897618
173973	フレアワセル	触れ合わせる	90861	フレアワス	触れ合わす	0.937996
174483	カリタス	借り足す	49858	カル	借る	0.996636
17305	シングルス	シングルス-singles	17304	シングル	シングル-single	0.997665
281269	コスプレイヤー	コスプレイヤー	138943	コスプレ	コスプレ-costume play	0.993202
295717	マロガリイデル	転がり出でる	137889	コロガリ	転がり	0.927739
258318	ネリドコロ	練り所	28922	ネル	練る	0.863387
308205	ヒキキレル	引き切れる	89744	ヒキワル	引き割る	0.831706
308205	ヒキキレル	引き切れる	89175	ヒキキル	引き切る	0.993737
21435	ソメアゲル	染め上げる	58428	ソメヌク	染め抜く	0.99586
21435	ソメアゲル	染め上げる	58385	ソム	染む	0.992271
21429	ソマル	染まる	15758	シミ	染み	0.839919
203946	ネガイイデル	願い出でる	196007	ネガイデ	願い出	0.983926
203225	シイレドンヤ	仕入れ問屋	207929	シイレスジ	仕入れ筋	0.978799
70488	ワルフザケ	悪ふざけ	87080	ワロイ	悪い	0.985015
69250	ヨミクダス	読み下す	39484	ヨム	読む	0.920483
89721	ミチビキイレル	導き入れる	119980	ミチビキ	導き	0.999991
205198	マシクワエル	増し加える	35667	マシ	増し	0.993898
82976	コントロールド	コントロールド-controlled	13232	コントロール	コントロール-control	0.990256
322621	ウカビツレル	浮かび連れる	87090	ウカビデル	浮かび出る	0.831291
56221	スキイレ	漉き入れ	12713	コス	漉す	0.984967
56932	スミカワル	住み替わる	99190	スミカエ	住み替え	0.999978
13073	コラムニスト	コラムニスト-columnist	13072	コラム	コラム-column	0.92329
13113	コロゲル	転げる	13118	コロブ	転ぶ	0.810048
1664	イキオイヅク	勢い付く	1662	イキオイ	勢い	0.994214
19042	スカス	空かす	444	アク	空く	0.969192
151241	カエウマ	替え馬	5962	カエ	替え	0.833817
27195	ドキュメンタリー	ドキュメンタリー-documentary	27197	ドキュメント	ドキュメント-document	0.99947
82674	エコロジー	エコロジー-ecology	3786	エコ	エコ-eco	0.995602
2758	インストール	インストール-install	2754	インスト	インスト-instrumental	0.888143
92427	ホリカエル	掘り替える	251811	ホリカエ	掘り替え	1.0
62896	ネボケル	寝惚ける	195885	ネトボケ	寝惚け	0.815723
22730	タリル	足りる	22733	タル	足る	0.995386
132326	エミュレーション	エミュレーション-emulation	225980	エミュレート	エミュレート-emulate	0.978596
172819	ヨミアワセル	読み合わせる	69245	ヨミアワセ	読み合わせ	1.0
172912	ホリススメル	掘り進める	87394	ホリススム	掘り進む	1.0
41951	ドッジボール	ドッジボール-dodgeball	317586	ドッジ	ドッジ-dodge	0.998561
196337	ハイリグチ	入り口	29490	ハイル	入る	0.873008
196875	スクラップブック	スクラップブック-scrapbook	19125	スクラップ	スクラップ-scrap	0.928506
70941	ユキバ	行き場	1713	イク	行く	0.852356
6783	カツギアゲル	担ぎ上げる	28467	ニナウ	担う	0.89715
175589	ウマレソダテル	生まれ育てる	260563	ウマレソダチ	生まれ育ち	0.906847
92453	スリヨセル	擦り寄せる	57118	スリヨル	擦り寄る	0.870569
4890	オサエル	押さえる	4886	オサエ	押さえ	0.846035
32270	ピースメーカー	ピースメーカー	32269	ピース	ピース-peace	0.824013
37992	モリツケル	盛り付ける	37991	モリツケ	盛り付け	0.999678
187843	トリタメル	撮り溜める	187855	トリダメ	撮り溜め	0.998865
187857	タベクラベル	食べ比べる	175877	タベクラベ	食べ比べ	0.996487
87908	コイメ	濃いめ	11802	コイ	濃い	0.999862
88064	プッシュダウン	プッシュダウン-pushdown	33690	プッシュ	プッシュ-push	0.876576
87417	ミアキル	見飽きる	66444	ミアキ	見飽き	0.995399
94420	カラーリング	カラーリング-coloring	7263	カラー	カラー-color	0.997139
92728	カタリクラス	語り暮らす	6684	カタリ	語り	0.992622
174175	カケチガエル	掛け違える	48336	カケチガウ	掛け違う	0.996199
174711	ヌキデル	抜き出る	28697	ヌク	抜く	0.857603
66320	ノリアワセル	乗り合わせる	283591	ノリアワセ	乗り合わせ	0.887956
54551	オモイモウケル	思い設ける	5247	オモイデ	思い出	0.948594
86076	ブレークアウト	ブレークアウト-break-out	33527	ブレーク	ブレーク-break	0.831951
54368	ザレル	戯れる	291266	タワレ	戯れ	0.998575
25318	テレビジョン	テレビジョン-television	25317	テレビ	テレビ-television	0.999665
3210	ウチアゲル	打ち上げる	172701	ウチアゲ	打ち上げ	0.999831
100303	スピリチュアリズム	スピリチュアリズム-spiritualism	44290	スピリチュアル	スピリチュアル-spiritual	0.996559
266065	グラムマイリッポウセンチメートル	グラム毎立法センチメートル	266089	グラムマイリッポウメートル	グラム毎立法メートル	0.996454
89432	ドナリタテル	怒鳴り立てる	4877	オコル	怒る	0.999148
196025	アワセツギ	合わせ接ぎ	217362	アワセメ	合わせ目	0.980587
13955	サキガケル	先駆ける	13954	サキガケ	先駆け	0.927825
174026	カミアワサル	噛み合わさる	177778	カミアワス	噛み合わす	0.999088
64092	ヒキツレル	引き攣れる	156522	ヒキツレ	引き攣れ	0.990657
51242	キョウザメル	興醒める	42760	キョウザメ	興醒め	1.0
50894	クリノベル	繰り延べる	93473	クリノベ	繰り延べ	0.840247
50718	キリカケル	切り掛ける	50710	キリカケ	切り掛け	0.993023
87880	カタリカケル	語り掛ける	195915	カタリカケ	語り掛け	0.970025
87654	アエマゼル	和え混ぜる	174753	アエマゼ	和え混ぜ	0.973213
190453	クイツブレル	食い潰れる	194366	クイツブシ	食い潰し	0.841432
71615	ネジマガル	捩じ曲がる	28827	ネジレ	捩れ	0.956658
64008	ハリヌキ	張り抜き	30255	ハル	張る	0.938227
230897	ディスペンサリー	ディスペンサリー-dispensary	83443	ディスペンサー	ディスペンサー-dispenser	0.845381
27944	ナビゲーター	ナビゲーター-navigator	120625	ナビ	ナビ-navigation	0.918675
252583	イクサシノビ	戦忍び	22321	タタカウ	戦う	0.868872
208073	ムシナス	蒸し茄子	37225	ムレ	蒸れ	0.950676
92528	ミナギリダス	漲り出す	36687	ミナギル	漲る	0.963733
227523	キタリツカエル	来たり仕える	322613	キタリツドウ	来たり集う	0.954282
174056	ヨミキカセル	読み聞かせる	104470	ヨミキカセ	読み聞かせ	0.994517
8469	キザミツケル	刻み付ける	88843	キザミツク	刻み付く	0.948862
8356	キキオボエ	聞き覚え	54819	キキ	聞き	0.984658
87191	カリアゲル	刈り上げる	7306	カル	刈る	0.992344
173362	キリアガル	切り上がる	137845	キリアゲ	切り上げ	0.999382
173063	オリマザル	織り交ざる	306488	オリ	織り	0.994443
37743	モチアゲル	持ち上げる	37804	モツ	持つ	0.999985
37746	モチアワセル	持ち合わせる	92408	モチアワス	持ち合わす	0.999937
38071	モーターサイクル	モーターサイクル	38070	モーター	モーター-motor	0.880741
212901	ツツシミオソレル	慎み恐れる	59927	ツツシミ	慎み	0.868658
330978	コンプリ	コンプリ	271523	コンプ	コンプ	0.999977
304498	ウタイレ	歌入れ	3184	ウタウ	歌う	0.937608
134168	バイオロジー	バイオロジー-biology	30521	バイオ	バイオ-bio	0.987703
248063	トリヨル	取り寄る	61002	トリドコロ	取り所	0.992619
248111	ミリワット	ミリワット-milliwatt	94150	ミリ	ミリ-milli	0.879282
255617	ヘキサクロル	ヘキサクロル	134661	ヘキサ	ヘキサ-hexa	0.838896
4207	エンジニアリング	エンジニアリング-engineering	4206	エンジニア	エンジニア-engineer	0.999999
3488	ウリコミ	売り込み	3505	ウル	売る	0.996352
28034	ナラベル	並べる	28032	ナラブ	並ぶ	0.849368
194190	ダキアイ	抱き合い	2047	イダク	抱く	0.972663
193802	キキナガシ	聞き流し	8399	キク	聞く	0.961231
193293	カラマリ	絡まり	7257	カラム	絡む	0.967976
89367	ワケカエル	分け替える	41222	ワケ	分け	0.997929
89325	ノリアワス	乗り合わす	88795	ノリアウ	乗り合う	0.968756
89301	ジャレツク	戯れ付く	97418	タワムレ	戯れ	0.997678
53827	サシイレル	差し入れる	14134	サシイレ	差し入れ	0.999907
266591	ハキクラベル	履き比べる	29561	ハク	履く	0.95785
266637	シタテカエル	仕立て替える	56849	シタテモノ	仕立て物	0.976677
276900	ミケツクニ	御食国	173978	ミケ	御食	0.940315
83631	ノートブック	ノートブック-notebook	29313	ノート	ノート-note	1.0
83522	トイレット	トイレット-toilet	25844	トイレ	トイレ-toilet	1.0
175701	ドナリトバス	怒鳴り飛ばす	27310	ドナル	怒鳴る	0.997233
93709	ウィキペディア	ウィキペディア	254854	ウィキ	ウィキ-wiki	0.999978
143697	タキアゲ	焚き上げ	22152	タク	焚く	0.948056
182531	ホワイトニング	ホワイトニング	34864	ホワイト	ホワイト-white	0.99928
239251	ホログラフィック	ホログラフィック-holographic	34856	ホログラフィー	ホログラフィー-holography	0.981491
245986	エキスパンデッド	エキスパンデッド-expanded	249705	エキスパ	エキスパ	0.823378
87334	タタミコメル	畳み込める	22337	タタミコム	畳み込む	0.88615
116286	タッパーウェア	タッパーウェア-Tupperware	116285	タッパー	タッパー-Tupperware	0.987996
174030	タキワケル	炊き分ける	260576	タキワケ	炊き分け	0.998063
119756	ヨミチガエル	読み違える	172575	ヨミチガイ	読み違い	0.999993
32378	フィルハーモニー	フィルハーモニー-Philharmonie	120868	フィル	フィル-Philharmonie	0.89379
114954	インタビュイー	インタビュイー-interviewee 	2771	インタビュー	インタビュー-interview	0.992679
2843	インフラストラクチャー	インフラストラクチャー-infrastructure	120768	インフラ	インフラ-infrastructure	0.997861
28860	ネットワーク	ネットワーク-network	28858	ネット	ネット-net	0.999989
92505	ナガレイデル	流れ出でる	27755	ナガレデル	流れ出る	0.999782
92471	ノゾミミル	望み見る	29123	ノゾミ	望み	0.957934
92496	ナキタオレル	泣き倒れる	27774	ナク	泣く	0.81494
231283	ツタエテ	伝え手	24606	ツタエ	伝え	0.986425
58431	ソメワケル	染め分ける	58430	ソメワケ	染め分け	0.993024
173470	ハシリススム	走り進む	29712	ハシル	走る	0.984452
195382	カラメアワセル	絡め合わせる	174963	カラメアウ	絡め合う	0.998405
195559	コネアワセル	捏ね合わせる	90082	コネアワス	捏ね合わす	0.990533
195881	トジアワセル	綴じ合わせる	90314	トジアワス	綴じ合わす	1.0
89836	タノシミフケル	楽しみ耽る	22575	タノシミ	楽しみ	0.883101
55871	コスリツケル	擦り付ける	89646	コスリツク	擦り付く	0.944994
132276	エコロジスト	エコロジスト-ecologist	3786	エコ	エコ-eco	0.999731
69329	ヨレル	縒れる	69324	ヨル	縒る	0.988061
86058	フリーランサー	フリーランサー-free lancer	86047	フリー	フリー-flea	0.999594
86893	リージョナリティー	リージョナリティー-regionality	45943	リージョナル	リージョナル	0.89414
185330	ナビゲート	ナビゲート-navigate	120625	ナビ	ナビ-navigation	0.999721
185220	ペロッ	ペロッ	209912	ペロ	ペロ	0.995885
86197	ボイルド	ボイルド-boiled	86196	ボイル	ボイル-voile	0.994558
92488	アルキツメル	歩き詰める	1221	アルキヅメ	歩き詰め	0.999996
91158	カガヤキキラメク	輝ききらめく	6035	カガヤキ	輝き	0.93593
90843	オトシサル	落とし去る	5076	オトシアナ	落とし穴	0.975144
189994	ハシリカエル	走り帰る	29706	ハシリ	走り	0.937
42051	キャミソール	キャミソール-camisole	120784	キャミ	キャミ-camisole	0.999714
193501	ヨリアツマリ	寄り集まり	69294	ヨリアイ	寄り合い	0.999633
193501	ヨリアツマリ	寄り集まり	39503	ヨリ	寄り	0.849581
19297	ストライキ	ストライキ-strike	120835	スト	スト-strike	0.999262
82461	アクアラング	アクアラング-aqualung	43758	アクア	アクア-aqua	0.925412
19373	スパーリング	スパーリング-sparring	171339	スパー	スパー-spur	0.861569
86947	リレーション	リレーション-relation	40357	リレー	リレー-relay	0.801695
62879	ネトボケル	寝惚ける	138218	ネボケ	寝惚け	0.999941
61755	チヂレル	縮れる	193341	チヂレ	縮れ	0.999985
243691	ワガママカッテ	我が儘勝手	218428	ワガママオンナ	我が儘女	0.990395
204315	ヒヤッ	冷やっ	65795	ヒヤ	冷や	0.878499
203883	ウキイデル	浮き出でる	47762	ウキデル	浮き出る	0.978806
203883	ウキイデル	浮き出でる	47760	ウキダス	浮き出す	0.989296
264278	エロティカ	エロティカ-erotica	71033	エロ	エロ-erotic	0.926292
203946	ネガイイデル	願い出でる	28786	ネガイデル	願い出る	0.940992
203907	スミイデル	澄み出でる	92530	スミデル	澄み出る	0.999996
49863	キシメク	軋めく	8484	キシム	軋む	0.99965
49469	ウツシモノ	写し物	3277	ウツシ	写し	0.883711
201498	ドハズレル	度外れる	60843	ドハズレ	度外れ	0.890933
201445	ケリダス	蹴り出す	11229	ケリ	蹴り	0.861112
201540	サソイアワセル	誘い合わせる	14190	サソイミズ	誘い水	0.850067
201567	シタテナオス	仕立て直す	15430	シタテ	仕立て	0.982576
43510	フリーウェア	フリーウェア	33134	フリー	フリー-free	0.842574
43463	ミニチュア	ミニチュア-miniature	36734	ミニ	ミニ-mini	0.996547
179804	ウナリオン	唸り音	3335	ウナリ	唸り	0.954949
180503	インステップ	インステップ-instep	2700	イン	イン-in	0.843599
195881	トジアワセル	綴じ合わせる	198431	トジアワセ	綴じ合わせ	0.999941
82615	インテリジェンス	インテリジェンス-intelligence	2799	インテリ	インテリ-intelligentsiya	0.994434
213920	アソビザカリ	遊び盛り	722	アソブ	遊ぶ	0.871441
172973	フミトドロカセル	踏み轟かせる	227431	フミトドロカス	踏み轟かす	0.999618
173017	エグリタテル	抉り立てる	269965	エグレ	抉れ	0.996356
92408	モチアワス	持ち合わす	87868	モチアイ	持ち合い	0.993497
92458	セメススム	攻め進む	20336	セメル	攻める	0.892476
92408	モチアワス	持ち合わす	37781	モチモノ	持ち物	0.975872
185915	フリーランス	フリーランス-freelance	33134	フリー	フリー-free	0.99682
71655	マキアガル	巻き上がる	173799	マキアゲ	巻き上げ	0.990965
9497	キリアゲル	切り上げる	137845	キリアゲ	切り上げ	0.999998
94859	バイセクシャリティー	バイセクシャリティー-bisexuality	83668	バイ	バイ-bye	0.819494
94859	バイセクシャリティー	バイセクシャリティー-bisexuality	30513	バイ	バイ-by	0.903554
95099	アメリカナイゼーション	アメリカナイゼーション-Americanization	46531	アメリカナイズ	アメリカナイズ-Americanize	0.979718
24798	ツヨメル	強める	14971	シイ	強い	0.999984
247493	ギブン	ギブン-given	9828	ギブ	ギブ-give	0.984513
33719	プランニング	プランニング-planning	33714	プラン	プラン-plan	0.806196
35755	マチアワセ	待ち合わせ	35754	マチアイ	待ち合い	0.947685
36079	マルチメディア	マルチメディア-multimedia	36073	マルチ	マルチ-multi	0.894685
173088	オシアケル	押し開ける	87144	オシヒラク	押し開く	0.9792
68302	モウシキカセル	申し聞かせる	198065	モウシキカセ	申し聞かせ	0.999884
69208	ヨナレル	世慣れる	198074	ヨナレ	世慣れ	0.998751
86931	リプレースメント	リプレースメント-replacement	102147	リプレース	リプレース-replace	0.860496
186160	キレハ	切れ葉	9560	キレ	切れ	0.923272
23109	ダキアワセル	抱き合わせる	194190	ダキアイ	抱き合い	0.959969
1301	アワセズ	合わせ酢	1299	アワセ	合わせ	0.937894
140321	ローテク	ローテク-low technology	259889	ロー	ロー-raw	0.910162
59767	ツケオトシ	付け落とし	59764	ツケオチ	付け落ち	0.927628
60114	ツマリ	詰まり	60115	ツミ	詰み	0.985288
59974	ツヅリアワセル	綴り合わせる	59969	ツヅリアワス	綴り合わす	0.813702
32447	フェアウエー	フェアウエー-fairway	117197	フェア	フェア-fare(料金)	0.881524
31874	ヒロイアゲル	拾い上げる	31881	ヒロウ	拾う	0.993904
221664	ストラングル	ストラングル-strangle	120835	スト	スト-strike	0.881018
90024	ニラミミル	睨み見る	28616	ニラム	睨む	0.913518
90072	サシソエル	差し添える	53902	サシゾエ	差し添え	0.995125
196147	ウエストライン	ウエストライン-waistline	87047	ウエスト	ウエスト-west	0.897806
83121	ジャッジメント	ジャッジメント-judgemant	18105	ジャッジ	ジャッジ-judge	0.901013
89092	フキヨセル	吹き寄せる	65185	フキヨセ	吹き寄せ	0.998675
87320	ツルシアゲル	吊るし上げる	334909	ツルシダス	吊るし出す	0.982793
216340	トンガリヤネ	尖屋根	26226	トガル	尖る	0.925368
273223	テアワセル	手合わせる	24888	テアワセ	手合わせ	0.981677
40953	ロケハン	ロケハン	120977	ロケ	ロケ-location	1.0
41016	ロボット	ロボット-robot	120978	ロボ	ロボ-robot	0.999997
28186	ニアガル	煮上がる	28619	ニル	煮る	0.991395
90242	キキチガエル	聞き違える	90829	キキチガウ	聞き違う	0.885163
90276	ウガチススム	穿ち進む	67095	ホジル	穿る	0.906925
310454	オプティマイザー	オプティマイザー	186332	オプティ	オプティ-opti	0.98304
